name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
Mission Neighborhood Health Center,2735,261102266,,clinic,,,"POLYGON ((-122.4164006 37.7643372, -122.4166544 37.7643216, -122.4167071 37.7648593, -122.4164533 37.7648748, -122.4164006 37.7643372))",POINT (-122.4165539 37.7645982),1342.2,14447.3
,2736,261102268,,warehouse,,,"POLYGON ((-122.4166487 37.7642365, -122.4165445 37.7642421, -122.416385 37.7642507, -122.4163626 37.7639912, -122.4166259 37.763977, -122.4166413 37.7641391, -122.4166487 37.7642365))",POINT (-122.4165058 37.7641139),672.3,7236.8
,2737,261105854,,yes,,,"POLYGON ((-122.4171041 37.7632204, -122.417068 37.7632226, -122.4168259 37.7632371, -122.4165693 37.7632525, -122.4163934 37.763263, -122.4163923 37.763252, -122.4163869 37.7631949, -122.4164934 37.7631889, -122.4169255 37.763163, -122.4170977 37.7631528, -122.4171041 37.7632204))",POINT (-122.4167453 37.7632079),474.5,5107.0
,2738,261105855,,yes,,,"POLYGON ((-122.4163123 37.7628683, -122.4163097 37.7628381, -122.4162975 37.7628387, -122.4162956 37.7628166, -122.4163069 37.762816, -122.4163057 37.7628012, -122.4165321 37.762789, -122.4165338 37.7628089, -122.416563 37.7628073, -122.4165671 37.7628546, -122.4165348 37.7628563, -122.4164389 37.7628615, -122.4164157 37.7628628, -122.4163192 37.762868, -122.4163123 37.7628683))",POINT (-122.4164307 37.7628289),164.8,1774.1
,2739,261105856,,yes,,,"POLYGON ((-122.4163424 37.7631974, -122.4163401 37.7631711, -122.4163208 37.7631721, -122.4163183 37.7631439, -122.4163377 37.7631428, -122.4163369 37.7631338, -122.4164846 37.7631255, -122.4164851 37.7631315, -122.416563 37.7631271, -122.4165671 37.7631732, -122.4164924 37.7631774, -122.4164934 37.7631889, -122.4163869 37.7631949, -122.4163424 37.7631974))",POINT (-122.4164401 37.7631589),133.5,1437.3
,2740,261105857,,yes,,,"POLYGON ((-122.4165405 37.7630577, -122.4163304 37.7630693, -122.4163295 37.7630589, -122.4163206 37.7630594, -122.4163161 37.7630085, -122.4163259 37.7630079, -122.4163253 37.7630005, -122.4165302 37.7629892, -122.4165312 37.7630004, -122.4165663 37.7629985, -122.4165701 37.763041, -122.4165392 37.7630427, -122.4165405 37.7630577))",POINT (-122.4164389 37.7630287),159.3,1715.1
,2741,261105858,,yes,,,"POLYGON ((-122.4163057 37.7628012, -122.4162995 37.7627266, -122.4162912 37.7627271, -122.4162895 37.7627073, -122.4162966 37.7627069, -122.4162957 37.7626972, -122.4162886 37.7626976, -122.4162863 37.762671, -122.4162929 37.7626706, -122.4165024 37.7626593, -122.4165078 37.7627213, -122.4165417 37.7627194, -122.4165477 37.7627881, -122.4165321 37.762789, -122.4163057 37.7628012))",POINT (-122.4164123 37.7627317),293.8,3162.5
,2742,261105859,,yes,,,"POLYGON ((-122.4168919 37.7630286, -122.41689 37.7630075, -122.4169234 37.7630057, -122.4169195 37.7629617, -122.4170834 37.7629526, -122.4171502 37.762949, -122.4171528 37.7629786, -122.4171478 37.7629789, -122.4171485 37.7629868, -122.4171535 37.7629865, -122.4171555 37.76301, -122.4171438 37.7630107, -122.4171441 37.7630147, -122.4169014 37.7630281, -122.4168919 37.7630286))",POINT (-122.4170312 37.7629891),153.8,1656.0
,2743,261105860,,yes,,,"POLYGON ((-122.4163369 37.7631338, -122.4163361 37.7631222, -122.4163269 37.7631227, -122.4163255 37.7631062, -122.4163345 37.7631057, -122.4163334 37.7630938, -122.4163244 37.7630943, -122.4163226 37.7630732, -122.4163307 37.7630728, -122.4163304 37.7630693, -122.4165405 37.7630577, -122.4165745 37.7630558, -122.4165802 37.7631204, -122.4164846 37.7631255, -122.4163369 37.7631338))",POINT (-122.416453 37.7630948),156.7,1686.5
,2744,261105861,,yes,,,"POLYGON ((-122.4163279 37.7629326, -122.4163268 37.7629198, -122.4163217 37.7629201, -122.4163207 37.7629084, -122.4163114 37.7629089, -122.416309 37.7628819, -122.4163204 37.7628813, -122.4163192 37.762868, -122.4164157 37.7628628, -122.4164182 37.7628918, -122.4164414 37.7628905, -122.4164389 37.7628615, -122.4165348 37.7628563, -122.416536 37.7628696, -122.4165648 37.762868, -122.416568 37.7629041, -122.4165392 37.7629057, -122.4165406 37.7629209, -122.4165256 37.7629217, -122.4163279 37.7629326))",POINT (-122.4164363 37.7628947),143.8,1547.5
,2745,261105862,,yes,,,"POLYGON ((-122.4163253 37.7630005, -122.416325 37.7629953, -122.4163151 37.7629958, -122.416313 37.7629731, -122.4163238 37.7629725, -122.4163234 37.7629677, -122.4163126 37.7629684, -122.4163099 37.7629381, -122.4163202 37.7629375, -122.4163198 37.7629331, -122.4163279 37.7629326, -122.4165256 37.7629217, -122.4165266 37.7629329, -122.4165687 37.7629306, -122.4165725 37.7629726, -122.4165289 37.762975, -122.4165302 37.7629892, -122.4163253 37.7630005))",POINT (-122.4164355 37.7629603),158.8,1709.7
,2746,261105863,,yes,,,"POLYGON ((-122.4171506 37.7631501, -122.4170977 37.7631528, -122.4169255 37.763163, -122.4169234 37.7631394, -122.4168813 37.7631417, -122.4168756 37.7630762, -122.4169054 37.7630746, -122.4169014 37.7630281, -122.4171441 37.7630147, -122.4171446 37.7630203, -122.4171502 37.76302, -122.4171521 37.7630423, -122.4171449 37.7630427, -122.4171457 37.7630521, -122.4171529 37.7630517, -122.4171555 37.7630817, -122.4171447 37.7630823, -122.4171506 37.7631501))",POINT (-122.4170215 37.763089),337.4,3631.4
,2747,261105864,,yes,,,"POLYGON ((-122.4168644 37.7635212, -122.4168565 37.7634398, -122.4171897 37.76342, -122.4172074 37.763419, -122.4172104 37.7634499, -122.4172002 37.7634506, -122.4172021 37.7634702, -122.4172124 37.7634696, -122.4172153 37.7634999, -122.417166 37.7635029, -122.4171654 37.7634968, -122.4171455 37.763498, -122.4171461 37.7635041, -122.4171087 37.7635064, -122.4171081 37.7635001, -122.4170794 37.7635018, -122.41708 37.7635081, -122.4170446 37.7635102, -122.417044 37.7635044, -122.4170237 37.7635056, -122.4170242 37.7635115, -122.4169894 37.7635136, -122.4169888 37.7635071, -122.4169733 37.763508, -122.416974 37.7635146, -122.4169378 37.7635167, -122.4169372 37.7635107, -122.4169019 37.7635128, -122.4169024 37.7635189, -122.4168644 37.7635212))",POINT (-122.4170347 37.763469),270.0,2906.0
ODC Theater,2748,261105865,,theatre,,,"POLYGON ((-122.4163445 37.7635425, -122.4163167 37.7632676, -122.4163934 37.763263, -122.4165693 37.7632525, -122.4165966 37.7635256, -122.4163445 37.7635425))",POINT (-122.4164566 37.763397),679.1,7309.3
,2749,261105866,,yes,,,"POLYGON ((-122.4167836 37.7622865, -122.4165677 37.7623001, -122.4165481 37.7621048, -122.416764 37.7620912, -122.4167836 37.7622865))",POINT (-122.4166659 37.7621957),414.1,4457.8
,2750,261105867,,yes,,,"POLYGON ((-122.4170326 37.7624195, -122.4168119 37.7624326, -122.4167937 37.7622417, -122.4170144 37.7622286, -122.4170326 37.7624195))",POINT (-122.4169132 37.7623306),413.5,4451.1
Seven Tepees Youth Program,2751,261105868,,social_facility,,,"POLYGON ((-122.4165693 37.7632525, -122.4168259 37.7632371, -122.4168462 37.7634405, -122.4168531 37.7635096, -122.4165966 37.7635256, -122.4165693 37.7632525))",POINT (-122.4167112 37.7633812),687.9,7404.6
,2752,261105869,,yes,,,"POLYGON ((-122.4170788 37.7621414, -122.4169566 37.7621479, -122.4169548 37.7621266, -122.4169101 37.762129, -122.4169053 37.7620725, -122.4170722 37.7620636, -122.4170788 37.7621414))",POINT (-122.4169967 37.7621045),117.6,1265.7
,2753,261105870,,yes,,,"POLYGON ((-122.4168735 37.7621531, -122.4168149 37.7621562, -122.4168085 37.7620816, -122.4168955 37.762077, -122.4168985 37.7621123, -122.4168701 37.7621138, -122.4168735 37.7621531))",POINT (-122.4168488 37.7621133),52.7,567.1
,2754,261105872,,yes,,,"POLYGON ((-122.4162772 37.7626033, -122.416271 37.7625326, -122.4165045 37.7625197, -122.4165069 37.7625465, -122.4164609 37.762549, -122.4164647 37.762593, -122.4162868 37.7626028, -122.4162772 37.7626033))",POINT (-122.4163776 37.7625604),142.4,1532.8
,2755,261105873,,yes,,,"POLYGON ((-122.4166734 37.7624409, -122.4168119 37.7624326, -122.4170326 37.7624195, -122.4170834 37.7629526, -122.4169195 37.7629617, -122.4168323 37.7629672, -122.4168389 37.7630365, -122.4167309 37.763043, -122.4166734 37.7624409))",POINT (-122.4168748 37.7627082),1954.7,21040.1
,2756,261105874,,school,,,"POLYGON ((-122.4164488 37.7623896, -122.4162374 37.7624014, -122.4162098 37.7621277, -122.4162764 37.7621236, -122.4162757 37.7621166, -122.4163571 37.7621115, -122.4163578 37.7621185, -122.4164243 37.7621147, -122.4164488 37.7623896))",POINT (-122.41633 37.7622566),579.9,6241.8
,2757,261105875,,yes,,,"POLYGON ((-122.4171897 37.76342, -122.4168565 37.7634398, -122.4168462 37.7634405, -122.4168259 37.7632371, -122.417068 37.7632226, -122.4170739 37.7632842, -122.4170441 37.7632859, -122.4170477 37.7633233, -122.4171797 37.7633155, -122.4171897 37.76342))",POINT (-122.4169871 37.7633392),578.5,6226.6
,2758,261105876,,yes,,,"POLYGON ((-122.4162929 37.7626706, -122.4162868 37.7626028, -122.4164647 37.762593, -122.4164906 37.7625915, -122.4164918 37.7626043, -122.4165233 37.7626026, -122.4165267 37.7626401, -122.4165007 37.7626416, -122.4165024 37.7626593, -122.4162929 37.7626706))",POINT (-122.4164017 37.7626306),148.9,1602.5
,2759,261110183,,yes,,,"POLYGON ((-122.4157567 37.7621573, -122.4159175 37.7621476, -122.4159305 37.7622827, -122.4158947 37.7622848, -122.4158938 37.7622761, -122.4158059 37.7622814, -122.4158067 37.7622901, -122.4157697 37.7622923, -122.4157574 37.7621644, -122.4157567 37.7621573))",POINT (-122.4158434 37.7622177),205.7,2214.5
,2760,261110184,,residential,,,"POLYGON ((-122.4156852 37.7622925, -122.4156829 37.7622678, -122.415691 37.7622673, -122.4156806 37.7621596, -122.4157259 37.7621569, -122.4157268 37.7621662, -122.4157574 37.7621644, -122.4157697 37.7622923, -122.4157737 37.7623344, -122.4156898 37.7623394, -122.4156852 37.7622925))",POINT (-122.4157253 37.7622511),137.1,1475.9
,2761,261110185,,residential,,,"POLYGON ((-122.415532 37.7623543, -122.415516 37.7621948, -122.4155233 37.7621943, -122.4155224 37.7621862, -122.4155527 37.7621843, -122.4155535 37.7621924, -122.4155854 37.7621904, -122.4155949 37.762285, -122.415581 37.7622859, -122.4155875 37.7623508, -122.415532 37.7623543))",POINT (-122.4155554 37.7622664),103.1,1110.2
,2762,261110186,,yes,,,"POLYGON ((-122.4159166 37.7621378, -122.4159287 37.7621371, -122.4159278 37.7621277, -122.4159619 37.7621256, -122.4159626 37.7621333, -122.4159767 37.7621324, -122.415976 37.7621248, -122.4160045 37.7621231, -122.4160055 37.7621334, -122.4160191 37.7621325, -122.4160391 37.76234, -122.4159366 37.7623462, -122.4159305 37.7622827, -122.4159175 37.7621476, -122.4159166 37.7621378))",POINT (-122.4159775 37.7622359),216.0,2325.0
,2763,261110187,,yes,,,"POLYGON ((-122.4160428 37.7624827, -122.415972 37.762487, -122.415969 37.7624575, -122.4157221 37.7624727, -122.4157272 37.7625249, -122.4156222 37.7625316, -122.4156199 37.7625082, -122.4156125 37.7624325, -122.4158391 37.7624186, -122.4158341 37.7623677, -122.4160165 37.7623565, -122.4160199 37.762391, -122.4160337 37.7623901, -122.4160428 37.7624827))",POINT (-122.4158402 37.762439),362.3,3899.6
,2764,261110188,,yes,,,"POLYGON ((-122.4151756 37.7623224, -122.4151687 37.762251, -122.4151622 37.7622514, -122.4151599 37.7622273, -122.4151664 37.7622269, -122.4151638 37.7622002, -122.4151592 37.7622004, -122.4151578 37.7621856, -122.4151624 37.7621853, -122.4151619 37.7621803, -122.4151862 37.7621788, -122.4151866 37.7621838, -122.4153202 37.7621758, -122.4153198 37.762171, -122.4153512 37.7621691, -122.4153519 37.7621768, -122.4153627 37.7621762, -122.4153637 37.7621871, -122.4153985 37.7621851, -122.4153964 37.7621631, -122.4155024 37.7621567, -122.4155099 37.7622346, -122.4154649 37.7622374, -122.4154713 37.7623046, -122.4151756 37.7623224))",POINT (-122.4153294 37.7622405),437.4,4707.8
,2765,261110189,,yes,,,"POLYGON ((-122.4152543 37.7631416, -122.4152485 37.7630806, -122.4156458 37.7630567, -122.4156516 37.7631177, -122.4156253 37.7631194, -122.4152543 37.7631416))",POINT (-122.4154501 37.7630992),238.1,2562.5
,2766,261110190,,yes,,,"POLYGON ((-122.4159538 37.7632926, -122.4161146 37.7632829, -122.4161415 37.7635618, -122.4159787 37.7635717, -122.4159538 37.7632926))",POINT (-122.4160472 37.7634275),442.8,4766.3
,2767,261110191,,yes,,,"POLYGON ((-122.4161191 37.7632721, -122.4160193 37.7632781, -122.4160152 37.763236, -122.4161151 37.76323, -122.4161191 37.7632721))",POINT (-122.4160672 37.763254),41.2,443.3
,2768,261110192,,residential,,,"POLYGON ((-122.415606 37.7622972, -122.4155932 37.762164, -122.4156724 37.7621592, -122.4156829 37.7622678, -122.4156852 37.7622925, -122.415606 37.7622972))",POINT (-122.4156392 37.7622282),103.4,1113.4
,2769,261110193,,yes,,,"POLYGON ((-122.41524 37.7629914, -122.41521 37.7626798, -122.4156341 37.7626543, -122.4156583 37.7629054, -122.4156632 37.7629659, -122.41524 37.7629914))",POINT (-122.415437 37.7628228),1297.9,13970.6
,2770,261110194,,yes,,,"POLYGON ((-122.4160978 37.7629481, -122.4158634 37.7629623, -122.4158567 37.7628934, -122.4160816 37.7628799, -122.4160911 37.7628793, -122.4160978 37.7629481))",POINT (-122.4159772 37.7629208),157.9,1699.5
,2771,261110195,,yes,,,"POLYGON ((-122.4156341 37.7626543, -122.41521 37.7626798, -122.4151887 37.7624588, -122.4155293 37.7624383, -122.4156125 37.7624325, -122.4156199 37.7625082, -122.4156222 37.7625316, -122.4156341 37.7626543))",POINT (-122.4154114 37.7625565),919.9,9901.8
,2772,261110196,,yes,,,"POLYGON ((-122.4160882 37.7632205, -122.4159148 37.763231, -122.4159129 37.7632113, -122.4158874 37.7632128, -122.4158833 37.7631709, -122.4159106 37.7631689, -122.4160241 37.763162, -122.4160823 37.7631588, -122.4160882 37.7632205))",POINT (-122.4159894 37.7631944),115.8,1246.8
,2773,261110197,,yes,,,"POLYGON ((-122.4157723 37.7630129, -122.4157793 37.7630125, -122.4157756 37.7629746, -122.4160444 37.7629584, -122.4160494 37.7630098, -122.4159219 37.7630175, -122.4159227 37.7630262, -122.4157744 37.7630351, -122.4157723 37.7630129))",POINT (-122.4159062 37.7629953),149.0,1603.5
,2774,261110198,,yes,,,"POLYGON ((-122.4151887 37.7624588, -122.4151882 37.7624532, -122.415199 37.7624526, -122.4151948 37.7624088, -122.4151839 37.7624095, -122.4151756 37.7623224, -122.4154713 37.7623046, -122.4155161 37.7623019, -122.4155293 37.7624383, -122.4151887 37.7624588))",POINT (-122.4153541 37.7623798),454.0,4886.4
,2775,261110199,,yes,,,"POLYGON ((-122.415828 37.7631039, -122.4158238 37.7630602, -122.4158694 37.7630574, -122.4158674 37.7630367, -122.4160627 37.7630249, -122.4160679 37.7630785, -122.4159204 37.7630874, -122.4159215 37.7630983, -122.4158401 37.7631032, -122.415828 37.7631039))",POINT (-122.4159465 37.7630626),127.7,1374.5
,2776,261110200,,yes,,,"POLYGON ((-122.4160837 37.7631433, -122.4160227 37.763147, -122.4160241 37.763162, -122.4159106 37.7631689, -122.4159077 37.7631385, -122.4158439 37.7631423, -122.4158401 37.7631032, -122.4159215 37.7630983, -122.4160784 37.7630888, -122.4160837 37.7631433))",POINT (-122.4159686 37.7631258),135.4,1457.6
,2777,261110201,,yes,,,"POLYGON ((-122.4156458 37.7630567, -122.4152485 37.7630806, -122.41524 37.7629914, -122.4156632 37.7629659, -122.4157052 37.7629634, -122.4157101 37.7630145, -122.4156687 37.763017, -122.4156709 37.7630396, -122.4156441 37.7630412, -122.4156458 37.7630567))",POINT (-122.4154664 37.7630212),389.2,4189.0
,2778,261110202,,yes,,,"POLYGON ((-122.4160816 37.7628799, -122.4158567 37.7628934, -122.4156583 37.7629054, -122.4156341 37.7626543, -122.4156222 37.7625316, -122.4157272 37.7625249, -122.416015 37.7625079, -122.4160185 37.7625439, -122.4160489 37.762542, -122.4160816 37.7628799))",POINT (-122.4158506 37.7627069),1547.2,16653.9
Chase,2779,261145414,,bank,,,"POLYGON ((-122.4315691 37.7660616, -122.4315762 37.7661368, -122.431587 37.7662498, -122.4316027 37.7664146, -122.4314612 37.766423, -122.4314277 37.76607, -122.4315691 37.7660616))",POINT (-122.4315152 37.7662423),489.8,5272.5
,2780,261145417,,apartments,,,"POLYGON ((-122.431711 37.766659, -122.4316751 37.7666608, -122.4316758 37.7666697, -122.4316329 37.7666719, -122.4316322 37.766663, -122.4316233 37.7666635, -122.431618 37.7665979, -122.4316171 37.7665859, -122.4316336 37.7665851, -122.4316283 37.7665191, -122.4316652 37.7665172, -122.4316622 37.7664796, -122.4316965 37.7664779, -122.431711 37.766659))",POINT (-122.4316663 37.7665857),129.6,1395.5
,2781,261145419,,apartments,,,"POLYGON ((-122.4317964 37.7666573, -122.4317969 37.7666631, -122.4317927 37.7666633, -122.4317934 37.7666717, -122.4317561 37.7666735, -122.4317556 37.7666668, -122.4317493 37.7666671, -122.4317498 37.7666739, -122.4317192 37.7666754, -122.4317185 37.7666672, -122.4317117 37.7666675, -122.431711 37.766659, -122.4316965 37.7664779, -122.4316914 37.7664146, -122.431714 37.7664134, -122.4317164 37.7664432, -122.4317665 37.7664407, -122.4317772 37.7665742, -122.4317897 37.7665736, -122.4317964 37.7666573))",POINT (-122.4317412 37.766557),182.5,1964.7
,2782,261145422,,terrace,,,"POLYGON ((-122.4315762 37.7661368, -122.431581 37.7661365, -122.4315795 37.7661206, -122.4315973 37.7661195, -122.4315941 37.7660857, -122.4316053 37.766085, -122.4316048 37.7660796, -122.4316517 37.7660768, -122.4316522 37.7660823, -122.4316606 37.7660818, -122.431676 37.7662442, -122.4316676 37.7662448, -122.4316713 37.7662835, -122.4315958 37.766288, -122.4315922 37.7662495, -122.431587 37.7662498, -122.4315762 37.7661368))",POINT (-122.4316272 37.7661849),165.2,1777.9
,2783,261145424,,apartments,,,"POLYGON ((-122.4316606 37.7660818, -122.4316599 37.7660754, -122.4317377 37.7660708, -122.4317542 37.7662435, -122.4317501 37.7662437, -122.4317524 37.7662677, -122.4316834 37.7662718, -122.431681 37.7662474, -122.4316763 37.7662477, -122.431676 37.7662442, -122.4316606 37.7660818))",POINT (-122.4317081 37.7661702),148.6,1599.4
,2784,261145426,,apartments,,,"POLYGON ((-122.4318313 37.7660712, -122.4318597 37.7660697, -122.4318687 37.7660605, -122.4318887 37.7660595, -122.4318958 37.7660661, -122.4319036 37.7660656, -122.4319114 37.766156, -122.4318873 37.7661573, -122.4318907 37.7661971, -122.4318423 37.7661997, -122.4318313 37.7660712))",POINT (-122.4318701 37.7661266),84.1,904.8
,2785,261145428,,apartments,,,"POLYGON ((-122.4317561 37.7662075, -122.431744 37.766067, -122.4318305 37.7660624, -122.4318313 37.7660712, -122.4318423 37.7661997, -122.4318426 37.7662029, -122.4318202 37.7662041, -122.4318253 37.7662639, -122.4318482 37.7662626, -122.4318498 37.7662817, -122.4317761 37.7662857, -122.4317693 37.7662068, -122.4317561 37.7662075))",POINT (-122.4317956 37.7661651),163.2,1757.2
,2786,261145431,,terrace,,,"POLYGON ((-122.4319324 37.7660612, -122.4320056 37.7660573, -122.432006 37.7660625, -122.4320134 37.7661479, -122.4320163 37.7661808, -122.4320015 37.7661816, -122.4320063 37.7662369, -122.4319548 37.7662396, -122.43195 37.7661844, -122.4319361 37.7661852, -122.4319291 37.7661033, -122.431936 37.766103, -122.4319324 37.7660612))",POINT (-122.4319735 37.7661426),122.7,1320.4
,2787,261145433,,apartments,,,"POLYGON ((-122.432006 37.7660625, -122.4320903 37.7660579, -122.4320992 37.7661603, -122.4320887 37.7661608, -122.4320951 37.7662345, -122.4320332 37.7662378, -122.4320254 37.7661473, -122.4320134 37.7661479, -122.432006 37.7660625))",POINT (-122.432056 37.7661415),127.3,1370.7
,2788,261145435,,apartments,,,"POLYGON ((-122.4320903 37.7660579, -122.4320898 37.7660516, -122.4321754 37.766047, -122.4321843 37.7661504, -122.4321886 37.7662001, -122.4321773 37.7662007, -122.4321813 37.7662476, -122.4321442 37.7662496, -122.432145 37.7662592, -122.4321183 37.7662607, -122.4321174 37.7662498, -122.4321081 37.7662503, -122.4321035 37.7661969, -122.4321179 37.7661961, -122.4321152 37.7661645, -122.4320996 37.7661653, -122.4320992 37.7661603, -122.4320903 37.7660579))",POINT (-122.4321408 37.7661472),159.7,1719.2
,2789,261145437,,apartments,,,"POLYGON ((-122.4321754 37.766047, -122.4322782 37.7660415, -122.4322787 37.7660469, -122.4322872 37.7661448, -122.4321843 37.7661504, -122.4321754 37.766047))",POINT (-122.4322313 37.7660959),103.4,1113.1
,2790,261145439,,apartments,,,"POLYGON ((-122.4322872 37.7661448, -122.4322787 37.7660469, -122.4323137 37.766045, -122.4323127 37.7660332, -122.4323402 37.7660317, -122.4323412 37.7660435, -122.4323503 37.766043, -122.4323565 37.7661141, -122.4323677 37.7661215, -122.4323746 37.7662008, -122.4323111 37.7662042, -122.4323068 37.7661552, -122.4322882 37.7661562, -122.4322872 37.7661448))",POINT (-122.4323266 37.76612),114.1,1228.3
,2791,261145442,,apartments,,,"POLYGON ((-122.4323677 37.7661215, -122.4323735 37.7661147, -122.432369 37.7660414, -122.4323758 37.7660411, -122.4323749 37.7660305, -122.4324028 37.766029, -122.4324038 37.7660395, -122.4324393 37.7660376, -122.4324486 37.7661454, -122.4324325 37.7661462, -122.4324369 37.7661974, -122.4323746 37.7662008, -122.4323677 37.7661215))",POINT (-122.4324058 37.7661152),112.0,1205.0
,2792,261145444,,apartments,,,"POLYGON ((-122.4324461 37.7660395, -122.4324531 37.7660386, -122.4324629 37.76603, -122.4324781 37.7660294, -122.4324886 37.7660369, -122.4325208 37.7660355, -122.4325242 37.7660751, -122.4325287 37.7661264, -122.4325329 37.7661746, -122.4325166 37.7661755, -122.4325184 37.7661965, -122.4324915 37.7661979, -122.4324886 37.7661641, -122.4324571 37.7661658, -122.4324461 37.7660395))",POINT (-122.4324905 37.7661073),106.0,1140.9
,2793,261145447,,terrace,,,"POLYGON ((-122.4325311 37.7660384, -122.4325396 37.766038, -122.4325386 37.7660266, -122.4325805 37.7660243, -122.4325815 37.7660357, -122.4326078 37.7660343, -122.4326154 37.7661217, -122.4325287 37.7661264, -122.4325242 37.7660751, -122.4325343 37.7660746, -122.4325311 37.7660384))",POINT (-122.4325696 37.7660784),75.6,813.8
,2794,261145449,,apartments,,,"POLYGON ((-122.4326078 37.7660343, -122.4326074 37.7660294, -122.4326844 37.7660252, -122.4326915 37.7661063, -122.4327019 37.7661057, -122.4327097 37.7661952, -122.4327102 37.7662018, -122.4326682 37.7662041, -122.43267 37.7662247, -122.4326246 37.7662272, -122.4326154 37.7661217, -122.4326078 37.7660343))",POINT (-122.4326562 37.7661243),152.7,1643.7
,2795,261145451,,apartments,,,"POLYGON ((-122.4327019 37.7661057, -122.4326988 37.76607, -122.4327098 37.7660694, -122.4327058 37.7660232, -122.4327827 37.766019, -122.4327949 37.7661601, -122.4328 37.7662189, -122.4327346 37.7662225, -122.4327321 37.766194, -122.4327097 37.7661952, -122.4327019 37.7661057))",POINT (-122.4327498 37.7661202),161.4,1737.4
,2796,261145453,,apartments,,,"POLYGON ((-122.4327827 37.766019, -122.4327816 37.7660064, -122.4327933 37.7659974, -122.4328199 37.7659952, -122.4328303 37.7660037, -122.432867 37.7660017, -122.4328816 37.7661688, -122.4328379 37.7661712, -122.4328368 37.7661578, -122.4327949 37.7661601, -122.4327827 37.766019))",POINT (-122.4328316 37.7660825),138.4,1489.9
,2797,261145455,,apartments,,,"POLYGON ((-122.432867 37.7660017, -122.4328642 37.7659795, -122.4328728 37.7659698, -122.4328978 37.7659695, -122.432905 37.7659747, -122.4329141 37.7659677, -122.4329403 37.7659673, -122.4329497 37.7659719, -122.432967 37.7661464, -122.4329576 37.7661551, -122.4329328 37.7661562, -122.4329222 37.766151, -122.4329136 37.7661588, -122.432916 37.7661864, -122.4328833 37.7661882, -122.4328816 37.7661688, -122.432867 37.7660017))",POINT (-122.4329145 37.7660693),166.3,1790.3
,2798,261145458,,apartments,,,"POLYGON ((-122.4329497 37.7659719, -122.4329636 37.7659638, -122.4329861 37.7659629, -122.4329942 37.765968, -122.4330036 37.7659612, -122.4330274 37.7659601, -122.4330372 37.7659674, -122.4330501 37.7661158, -122.4330532 37.7661506, -122.4330193 37.7661513, -122.4330117 37.7661447, -122.4329995 37.7661533, -122.4329807 37.7661534, -122.432967 37.7661464, -122.4329497 37.7659719))",POINT (-122.4330018 37.7660568),158.7,1708.1
,2799,261145460,,apartments,,,"POLYGON ((-122.4318788 37.7665631, -122.4318861 37.7666538, -122.4318794 37.7666542, -122.4318803 37.7666645, -122.4318542 37.7666658, -122.4318533 37.7666544, -122.4318353 37.7666553, -122.4318362 37.7666658, -122.4318087 37.7666672, -122.4318079 37.7666567, -122.4317964 37.7666573, -122.4317897 37.7665736, -122.431786 37.7665273, -122.4317974 37.7665267, -122.4317926 37.766466, -122.4318561 37.7664628, -122.4318609 37.7665235, -122.4318756 37.7665228, -122.4318788 37.7665631))",POINT (-122.4318341 37.7665698),157.2,1692.1
,2800,261145462,,apartments,,,"POLYGON ((-122.4319696 37.7666537, -122.4319701 37.7666608, -122.431887 37.766665, -122.4318861 37.7666538, -122.4318788 37.7665631, -122.4318878 37.7665627, -122.4318853 37.7665312, -122.4319368 37.7665286, -122.4319393 37.7665601, -122.431962 37.7665589, -122.4319696 37.7666537))",POINT (-122.4319225 37.7666013),99.2,1068.0
,2801,261145464,,apartments,,,"POLYGON ((-122.4320566 37.7666494, -122.4319696 37.7666537, -122.431962 37.7665589, -122.4319574 37.7665023, -122.4320444 37.766498, -122.4320566 37.7666494))",POINT (-122.432007 37.7665759),128.8,1386.8
,2802,261145466,,apartments,,,"POLYGON ((-122.4321462 37.7666497, -122.432057 37.7666542, -122.4320566 37.7666494, -122.4320444 37.766498, -122.4321336 37.7664935, -122.4321462 37.7666497))",POINT (-122.4320953 37.7665739),136.9,1474.1
,2803,261145468,,apartments,,,"POLYGON ((-122.4322158 37.76649, -122.4322192 37.7665326, -122.432225 37.7666042, -122.4322295 37.7666603, -122.4321473 37.7666644, -122.4321462 37.7666497, -122.4321336 37.7664935, -122.4321333 37.7664897, -122.4321427 37.7664892, -122.43214 37.7664564, -122.4321781 37.7664545, -122.4321811 37.7664918, -122.4322158 37.76649))",POINT (-122.4321795 37.7665675),150.8,1622.9
,2804,261145470,,terrace,,,"POLYGON ((-122.4323065 37.7665313, -122.432315 37.7666376, -122.432316 37.7666495, -122.4322437 37.7666531, -122.4322397 37.7666034, -122.432225 37.7666042, -122.4322192 37.7665326, -122.432234 37.7665318, -122.432231 37.7664933, -122.4322433 37.7664927, -122.4322409 37.7664627, -122.4322152 37.766464, -122.4322139 37.7664483, -122.4322293 37.7664475, -122.4322265 37.766413, -122.4322766 37.7664105, -122.4322807 37.7664617, -122.4323008 37.7664607, -122.4323065 37.7665313))",POINT (-122.4322669 37.76654),168.0,1808.6
,2805,261145472,,terrace,,,"POLYGON ((-122.432315 37.7666376, -122.4323065 37.7665313, -122.4323924 37.766527, -122.4323941 37.7665481, -122.4323979 37.7665479, -122.4324048 37.7666331, -122.432315 37.7666376))",POINT (-122.4323553 37.7665826),93.1,1002.4
