name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,342,255958567,,yes,,,"POLYGON ((-122.4203873 37.7727764, -122.4204511 37.7727265, -122.420513 37.7727755, -122.4204462 37.7728255, -122.4203873 37.7727764))",POINT (-122.4204496 37.772776),61.0,656.9
,343,255958568,,yes,,,"POLYGON ((-122.4203803 37.7737077, -122.4201664 37.7735388, -122.4203198 37.7734175, -122.4205337 37.7735864, -122.4203803 37.7737077))",POINT (-122.4203501 37.7735626),506.0,5446.4
,344,255958569,,yes,,,"POLYGON ((-122.4211387 37.7729718, -122.421436 37.7732143, -122.4211809 37.7734096, -122.4208836 37.7731671, -122.4211387 37.7729718))",POINT (-122.4211598 37.7731907),1173.8,12634.6
,345,255958570,,yes,,,"POLYGON ((-122.4194203 37.773261, -122.4196679 37.7734558, -122.4194809 37.7736043, -122.4192333 37.7734095, -122.4194203 37.773261))",POINT (-122.4194506 37.7734327),715.8,7705.3
,346,255958571,,yes,,,"POLYGON ((-122.420485 37.7721892, -122.4205811 37.7722658, -122.4204963 37.7723323, -122.420423 37.7723897, -122.4203269 37.772313, -122.420485 37.7721892))",POINT (-122.420454 37.7722894),234.1,2519.5
,347,255958572,,yes,,,"POLYGON ((-122.4207946 37.7724646, -122.4208127 37.7724498, -122.4208806 37.7723946, -122.4209401 37.7724404, -122.4208541 37.7725103, -122.4207946 37.7724646))",POINT (-122.4208673 37.7724525),79.2,852.7
,348,255958573,,yes,,,"POLYGON ((-122.4201263 37.7723734, -122.4199654 37.7722482, -122.4202596 37.7720122, -122.4204204 37.7721375, -122.4202637 37.7722625, -122.4201263 37.7723734))",POINT (-122.4201928 37.7721927),731.3,7871.4
,349,255958574,,yes,,,"POLYGON ((-122.4205517 37.7723765, -122.4204963 37.7723323, -122.4205811 37.7722658, -122.4206055 37.7722467, -122.420661 37.7722909, -122.4205517 37.7723765))",POINT (-122.4205786 37.7723116),93.0,1001.1
,350,255958575,,yes,,,"POLYGON ((-122.4208577 37.7729536, -122.4206938 37.7728248, -122.4208156 37.772728, -122.4208784 37.7727779, -122.4209795 37.7728568, -122.4208577 37.7729536))",POINT (-122.4208366 37.7728409),308.5,3320.8
,351,255958576,,yes,,,"POLYGON ((-122.421038 37.7729028, -122.4209795 37.7728568, -122.4208784 37.7727779, -122.4209315 37.7727341, -122.4209365 37.7727379, -122.4210932 37.7728585, -122.421038 37.7729028))",POINT (-122.4209857 37.7728185),135.6,1460.1
,352,255958578,,yes,,,"POLYGON ((-122.4212804 37.7727064, -122.4210932 37.7728585, -122.4209365 37.7727379, -122.4210052 37.7726821, -122.4208533 37.77256, -122.4209779 37.7724632, -122.4212804 37.7727064))",POINT (-122.4210632 37.7726635),747.3,8044.1
,353,255958579,,yes,,,"POLYGON ((-122.4205881 37.7725444, -122.4205311 37.7724999, -122.4206376 37.7724139, -122.4207725 37.7723073, -122.4208295 37.7723518, -122.4207605 37.7724074, -122.4205881 37.7725444))",POINT (-122.4206802 37.7724258),214.9,2312.8
,354,255958580,,yes,,,"POLYGON ((-122.4205167 37.7724882, -122.4205311 37.7724999, -122.4205881 37.7725444, -122.4206342 37.7725811, -122.4203873 37.7727764, -122.4202698 37.7726835, -122.4205167 37.7724882))",POINT (-122.420452 37.7726323),447.0,4811.7
,355,255958581,,yes,,,"POLYGON ((-122.4208127 37.7724498, -122.4207605 37.7724074, -122.4208295 37.7723518, -122.420843 37.7723412, -122.4208953 37.7723843, -122.4208806 37.7723946, -122.4208127 37.7724498))",POINT (-122.4208276 37.7723955),67.3,724.9
San Francisco Honda,356,255958582,,commercial,,,"POLYGON ((-122.4193954 37.7747731, -122.4191111 37.7738415, -122.4192565 37.7737284, -122.4200271 37.774339, -122.4194752 37.7747807, -122.4194508 37.7747909, -122.4194327 37.7747919, -122.4194113 37.7747866, -122.4193954 37.7747731))",POINT (-122.4195075 37.774266),4539.4,48861.3
San Francisco Community College District,357,256090122,,college,,,"POLYGON ((-122.4216373 37.7719983, -122.4216601 37.772075, -122.4216513 37.7721357, -122.4215108 37.7721446, -122.4215051 37.7720891, -122.4211163 37.772112, -122.4210509 37.7721631, -122.4210004 37.7721227, -122.4209492 37.7720818, -122.4210113 37.7720333, -122.4209902 37.7718048, -122.4216188 37.7717685, -122.4216401 37.7719981, -122.4216373 37.7719983))",POINT (-122.4213211 37.7719544),2073.2,22315.9
,358,256090123,,yes,,,"POLYGON ((-122.4217791 37.7717518, -122.4219953 37.77174, -122.4220104 37.7719131, -122.4217942 37.7719248, -122.4217791 37.7717518))",POINT (-122.4218948 37.7718324),366.5,3944.9
,359,256092587,,yes,,,"POLYGON ((-122.4240211 37.7698878, -122.4240897 37.7698842, -122.4240906 37.7699119, -122.4241092 37.7699118, -122.4241206 37.7700593, -122.4240805 37.7700604, -122.424082 37.7701014, -122.4240372 37.7701025, -122.4240211 37.7698878))",POINT (-122.4240685 37.7699877),161.8,1741.3
,360,256092591,,yes,,,"POLYGON ((-122.4241926 37.7698769, -122.4243372 37.7698701, -122.4243486 37.7699821, -122.4243209 37.7700097, -122.4242927 37.7700133, -122.4242927 37.7700381, -122.4242065 37.7700422, -122.4241926 37.7698769))",POINT (-122.4242678 37.7699508),217.1,2336.8
,361,256092593,,yes,,,"POLYGON ((-122.4239147 37.7698853, -122.4239567 37.7698833, -122.4239573 37.7698924, -122.4239757 37.7698915, -122.423975 37.7698815, -122.4240205 37.7698793, -122.4240211 37.7698878, -122.4240372 37.7701025, -122.4240398 37.7701377, -122.4239339 37.7701426, -122.4239147 37.7698853))",POINT (-122.4239773 37.770012),266.6,2869.7
,362,256092596,,yes,,,"POLYGON ((-122.4243633 37.7698679, -122.4243841 37.7698659, -122.4243922 37.7698577, -122.4244095 37.769859, -122.4244176 37.7698646, -122.4244484 37.7698637, -122.4244597 37.7698524, -122.4244832 37.7698665, -122.4244716 37.7698742, -122.4244732 37.7699036, -122.4244818 37.7699096, -122.4244821 37.7699207, -122.4244729 37.7699258, -122.4244748 37.7699587, -122.4244878 37.7699633, -122.4244872 37.7699776, -122.4244775 37.769983, -122.4244802 37.7700212, -122.4244932 37.7700286, -122.4244932 37.7700438, -122.4244843 37.770048, -122.4244857 37.7700675, -122.4243809 37.7700717, -122.4243633 37.7698679))",POINT (-122.4244262 37.7699652),220.3,2370.9
,363,256092598,,yes,,,"POLYGON ((-122.4241926 37.7698769, -122.4242065 37.7700422, -122.4242118 37.7701032, -122.4241263 37.7701068, -122.4241206 37.7700593, -122.4241092 37.7699118, -122.4241075 37.7698809, -122.4241926 37.7698769))",POINT (-122.424159 37.7699921),190.3,2048.6
,364,256093208,,yes,,,"POLYGON ((-122.4251427 37.7695262, -122.4251391 37.769488, -122.4251219 37.7694886, -122.4251159 37.769402, -122.4252032 37.7693969, -122.4252036 37.7694023, -122.4252149 37.7694017, -122.42522 37.7694932, -122.4251693 37.769494, -122.4251693 37.7695055, -122.4252113 37.7695055, -122.4252187 37.769607, -122.4250502 37.7696149, -122.4250442 37.7695314, -122.4251427 37.7695262))",POINT (-122.4251478 37.7695202),243.9,2625.1
,365,256093209,,apartments,,,"POLYGON ((-122.4255241 37.7691419, -122.4255373 37.7692766, -122.4254527 37.7692794, -122.4254432 37.7691875, -122.4254347 37.7691835, -122.4254325 37.7691585, -122.4254494 37.769139, -122.4255143 37.7691368, -122.4255241 37.7691419))",POINT (-122.4254871 37.7692076),118.4,1274.8
,366,256093210,,apartments,,,"POLYGON ((-122.4256968 37.7691323, -122.4257097 37.7692658, -122.4256239 37.7692711, -122.4256091 37.769138, -122.4256216 37.7691293, -122.4256839 37.7691279, -122.4256926 37.7691276, -122.4256968 37.7691323))",POINT (-122.4256595 37.7691986),118.3,1273.7
,367,256093211,,apartments,,,"POLYGON ((-122.4256091 37.769138, -122.4256239 37.7692711, -122.4255373 37.7692766, -122.4255241 37.7691419, -122.425563 37.769141, -122.4255735 37.7691303, -122.4255967 37.7691297, -122.4256091 37.769138))",POINT (-122.4255739 37.7692053),116.7,1255.7
,368,256093212,,apartments,,,"POLYGON ((-122.4257877 37.7691297, -122.4257962 37.7692608, -122.4257097 37.7692658, -122.4256968 37.7691323, -122.4257378 37.7691321, -122.4257487 37.7691215, -122.4257711 37.7691209, -122.4257824 37.769129, -122.4257877 37.7691297))",POINT (-122.4257478 37.7691949),117.5,1264.5
,369,256093213,,apartments,,,"POLYGON ((-122.4258695 37.7691159, -122.4258765 37.7691916, -122.4258816 37.7692595, -122.4257962 37.7692608, -122.4257877 37.7691297, -122.425795 37.76912, -122.4258187 37.7691196, -122.425819 37.7691171, -122.425859 37.769116, -122.4258695 37.7691159))",POINT (-122.4258341 37.7691895),117.2,1261.1
,370,256093214,,yes,,,"POLYGON ((-122.4247312 37.7694001, -122.4250061 37.7693838, -122.4250148 37.7693931, -122.4250142 37.7694058, -122.4250096 37.7694154, -122.4250173 37.7694227, -122.4250171 37.7694394, -122.4250121 37.7694469, -122.4248918 37.769453, -122.424892 37.7694466, -122.4248638 37.7694469, -122.4248645 37.7694639, -122.4247612 37.7694672, -122.4247509 37.7694635, -122.4247504 37.7694463, -122.4247331 37.7694468, -122.4247312 37.7694001))",POINT (-122.4248726 37.7694241),176.5,1899.4
,371,256093215,,yes,,,"POLYGON ((-122.4248611 37.7692502, -122.4248609 37.7692651, -122.42499 37.769256, -122.4249927 37.7693097, -122.4246992 37.7693266, -122.4246976 37.7693036, -122.424741 37.769302, -122.424741 37.7692982, -122.4247329 37.769292, -122.4247326 37.7692774, -122.4247442 37.7692667, -122.4247442 37.7692611, -122.4248051 37.769258, -122.4248061 37.7692463, -122.424821 37.7692458, -122.4248215 37.7692518, -122.4248611 37.7692502))",POINT (-122.4248505 37.769289),155.7,1675.5
,372,256093216,,apartments,,,"POLYGON ((-122.4249863 37.7691793, -122.4249874 37.769191, -122.4249799 37.7691913, -122.4249831 37.7692339, -122.4247595 37.7692466, -122.4247597 37.769252, -122.4247422 37.7692527, -122.424742 37.7692274, -122.4247273 37.7692171, -122.4247265 37.769202, -122.424738 37.7691939, -122.4247385 37.7691868, -122.4247994 37.7691848, -122.4247994 37.7691722, -122.4248063 37.7691717, -122.4248162 37.7691593, -122.4248376 37.7691589, -122.424849 37.7691682, -122.4248601 37.7691682, -122.4248601 37.7691842, -122.4249863 37.7691793))",POINT (-122.4248536 37.7692092),152.7,1643.5
,373,256093217,,apartments,,,"POLYGON ((-122.4252885 37.7691604, -122.425298 37.7691508, -122.4253163 37.7691508, -122.4253264 37.7691573, -122.4253361 37.7691576, -122.4253359 37.7691701, -122.4253315 37.7691701, -122.4253378 37.7692404, -122.4253238 37.7692407, -122.4253267 37.7692834, -122.4252774 37.7692845, -122.4252661 37.7691745, -122.4252607 37.7691743, -122.4252604 37.7691615, -122.4252885 37.7691604))",POINT (-122.4253014 37.7692153),77.3,832.2
,374,256093218,,apartments,,,"POLYGON ((-122.4259992 37.7691008, -122.4260052 37.7691842, -122.4259947 37.7691847, -122.4260011 37.7692736, -122.425897 37.7692783, -122.4258912 37.7691912, -122.4258765 37.7691916, -122.4258695 37.7691159, -122.4258751 37.7691075, -122.4259075 37.7691062, -122.4259081 37.769115, -122.4259575 37.7691127, -122.4259567 37.7691027, -122.4259992 37.7691008))",POINT (-122.4259417 37.7691872),191.3,2059.2
,375,256093219,,apartments,,,"POLYGON ((-122.4253361 37.7691576, -122.4253658 37.7691567, -122.4253739 37.7691467, -122.4253928 37.7691467, -122.4254025 37.7691548, -122.4254131 37.769154, -122.4254129 37.7691657, -122.4254073 37.7691653, -122.4254091 37.7692009, -122.4254244 37.7692006, -122.4254263 37.7692356, -122.4254019 37.7692359, -122.4254088 37.7693364, -122.4253598 37.7693374, -122.4253442 37.7691703, -122.4253359 37.7691701, -122.4253361 37.7691576))",POINT (-122.4253809 37.769237),107.4,1156.3
,376,256093220,,yes,,,"POLYGON ((-122.4247612 37.7694672, -122.4248645 37.7694639, -122.4248651 37.7694746, -122.4248922 37.7694733, -122.4248926 37.7694663, -122.4250132 37.7694595, -122.4250227 37.7694693, -122.4250229 37.7694845, -122.4250145 37.7694925, -122.4250262 37.7695002, -122.4250273 37.7695129, -122.4250202 37.7695205, -122.4249602 37.7695241, -122.4247684 37.7695349, -122.4247416 37.7695353, -122.4247383 37.7694907, -122.4247539 37.7694913, -122.4247534 37.7694709, -122.4247612 37.7694672))",POINT (-122.4248804 37.7694973),170.2,1832.2
,377,256093221,,apartments,,,"POLYGON ((-122.4251069 37.7693178, -122.4250996 37.76924, -122.425091 37.7691475, -122.4251762 37.7691425, -122.4251831 37.7692165, -122.4251743 37.769217, -122.4251792 37.7692699, -122.4251688 37.7692705, -122.425171 37.7692934, -122.4251825 37.7692927, -122.4251844 37.7693133, -122.4251069 37.7693178))",POINT (-122.4251384 37.7692272),132.4,1424.9
,378,256093222,,yes,,,"POLYGON ((-122.4253936 37.7695873, -122.4253919 37.7695661, -122.4253864 37.7695019, -122.425393 37.7694955, -122.425392 37.7694762, -122.4253875 37.769476, -122.4253852 37.769446, -122.4253942 37.7694411, -122.4253921 37.7694, -122.4254473 37.7693975, -122.425449 37.7694344, -122.4254608 37.7694359, -122.4254627 37.769489, -122.4254719 37.7694951, -122.4254792 37.7695844, -122.4253936 37.7695873))",POINT (-122.4254288 37.7694997),139.2,1498.4
,379,256093223,,yes,,,"POLYGON ((-122.4252008 37.7691401, -122.4252027 37.7691645, -122.425211 37.7691565, -122.4252305 37.7691562, -122.4252407 37.7691633, -122.4252501 37.7691634, -122.4252505 37.7691749, -122.4252436 37.7691752, -122.4252458 37.76921, -122.4252617 37.7692093, -122.4252644 37.7692465, -122.425238 37.769247, -122.4252461 37.7693405, -122.4251986 37.7693427, -122.4251831 37.7692165, -122.4251762 37.7691425, -122.4252008 37.7691401))",POINT (-122.4252166 37.769239),112.3,1208.7
,380,256093224,,yes,,,"POLYGON ((-122.4253089 37.7695701, -122.4252892 37.7694301, -122.425283 37.7693467, -122.4253621 37.7693427, -122.4253711 37.7694159, -122.4253773 37.7694159, -122.4253829 37.7694864, -122.4253857 37.7694874, -122.4253864 37.7695019, -122.4253919 37.7695661, -122.4253888 37.7695663, -122.4253889 37.7695866, -122.4253242 37.7695883, -122.425322 37.7695779, -122.4253147 37.7695702, -122.4253089 37.7695701))",POINT (-122.4253378 37.7694654),198.3,2134.3
,381,256093225,,yes,,,"POLYGON ((-122.4250533 37.7693589, -122.4250545 37.7693824, -122.4250061 37.7693838, -122.4247312 37.7694001, -122.42471 37.769401, -122.4247078 37.7693798, -122.4247537 37.7693775, -122.4247399 37.769369, -122.4247388 37.7693528, -122.4247494 37.7693436, -122.4247503 37.7693362, -122.4248128 37.7693325, -122.4248123 37.7693218, -122.4248271 37.7693214, -122.4248285 37.7693268, -122.4248697 37.7693253, -122.4248716 37.7693419, -122.4249228 37.7693392, -122.4249231 37.7693277, -122.4249884 37.7693259, -122.4249876 37.7693337, -122.4250185 37.7693331, -122.4250189 37.7693597, -122.4250533 37.7693589))",POINT (-122.4248772 37.769363),175.4,1887.4
,382,256093226,,yes,,,"POLYGON ((-122.42522 37.7694932, -122.4252149 37.7694017, -122.4252143 37.7693863, -122.4252414 37.7693845, -122.4252414 37.7693658, -122.4252723 37.7693649, -122.4252746 37.7694304, -122.4252892 37.7694301, -122.4253089 37.7695701, -122.4253023 37.7695704, -122.4253027 37.7695918, -122.4252797 37.769592, -122.4252783 37.7695728, -122.4252732 37.7695728, -122.4252627 37.7695837, -122.4252451 37.7695843, -122.4252303 37.7695745, -122.425225 37.7695752, -122.42522 37.7694932))",POINT (-122.4252579 37.7694856),149.3,1606.7
,383,256093227,,yes,,,"POLYGON ((-122.4247684 37.7695349, -122.4249602 37.7695241, -122.4249671 37.7696017, -122.4249774 37.7696015, -122.4249784 37.7696179, -122.4248881 37.7696223, -122.424886 37.7696008, -122.4247735 37.7696068, -122.4247731 37.7695991, -122.4247564 37.7695927, -122.4247539 37.7695688, -122.4247688 37.7695616, -122.4247684 37.7695349))",POINT (-122.4248715 37.7695712),161.0,1732.8
,384,256093611,,yes,,,"POLYGON ((-122.4243265 37.7694742, -122.4243356 37.7696095, -122.4243225 37.7696099, -122.4243242 37.7696325, -122.4242703 37.7696335, -122.4242597 37.7694752, -122.4243265 37.7694742))",POINT (-122.4242975 37.7695519),101.2,1089.6
,385,256093612,,yes,,,"POLYGON ((-122.4244153 37.76938, -122.424417 37.7694349, -122.4243446 37.7694373, -122.4243452 37.7694491, -122.4242861 37.769451, -122.4242854 37.769439, -122.4242672 37.7694396, -122.4242668 37.7694321, -122.4241732 37.7694351, -122.4241712 37.7693965, -122.4242173 37.769395, -122.4242169 37.7693879, -122.4244153 37.76938))",POINT (-122.4243027 37.7694126),125.5,1351.1
,386,256093613,,yes,,,"POLYGON ((-122.4238289 37.7694646, -122.4238486 37.7696817, -122.423734 37.7696882, -122.4237144 37.7694711, -122.4238289 37.7694646))",POINT (-122.4237815 37.7695764),244.2,2628.3
,387,256093614,,apartments,,,"POLYGON ((-122.4229865 37.7692804, -122.4230824 37.7692755, -122.4230897 37.769364, -122.4230712 37.7693649, -122.4230782 37.769451, -122.4230008 37.7694549, -122.4229938 37.7693703, -122.4229865 37.7692804))",POINT (-122.4230371 37.7693608),149.0,1603.4
,388,256093615,,apartments,,,"POLYGON ((-122.4235089 37.7692537, -122.4236019 37.769249, -122.4236144 37.7694011, -122.4236161 37.769422, -122.4235902 37.7694234, -122.4235876 37.7693918, -122.4235651 37.7693929, -122.4235665 37.7694101, -122.4235402 37.7694115, -122.4235388 37.7693946, -122.4235205 37.7693955, -122.4235089 37.7692537))",POINT (-122.4235632 37.7693294),142.2,1531.0
,389,256093616,,yes,,,"POLYGON ((-122.4236007 37.7694941, -122.4236188 37.7696947, -122.4235305 37.7696997, -122.4235124 37.7694991, -122.4236007 37.7694941))",POINT (-122.4235656 37.7695969),174.4,1877.5
,390,256093617,,yes,,,"POLYGON ((-122.422505 37.7696703, -122.4224921 37.7696631, -122.4224907 37.7696461, -122.4224983 37.7696399, -122.4224983 37.7696313, -122.422489 37.7696267, -122.4224846 37.7696084, -122.4224951 37.7696001, -122.4227486 37.7695959, -122.4227515 37.7696156, -122.4227927 37.7696147, -122.4227954 37.7696521, -122.4227853 37.7696529, -122.422505 37.7696703))",POINT (-122.4226313 37.7696309),181.9,1957.7
,391,256093618,,yes,,,"POLYGON ((-122.4224951 37.7696001, -122.4224808 37.7695921, -122.4224808 37.7695728, -122.422488 37.7695632, -122.4224793 37.7695565, -122.4224791 37.7695356, -122.4224914 37.7695315, -122.4227075 37.7695181, -122.4227174 37.7695264, -122.4227187 37.7695441, -122.422714 37.7695567, -122.4227535 37.7695563, -122.4227548 37.7695834, -122.4227479 37.7695829, -122.4227486 37.7695959, -122.4224951 37.7696001))",POINT (-122.4226121 37.7695625),182.0,1959.4
,392,256093619,,yes,,,"POLYGON ((-122.4240675 37.7696694, -122.4239622 37.7696753, -122.4239466 37.7695026, -122.4240519 37.7694967, -122.4240675 37.7696694))",POINT (-122.424007 37.769586),179.0,1926.8
,393,256093620,,yes,,,"POLYGON ((-122.422921 37.7697341, -122.4228174 37.7697399, -122.4227978 37.7695232, -122.4229014 37.7695174, -122.422921 37.7697341))",POINT (-122.4228594 37.7696287),220.0,2367.6
,394,256093621,,apartments,,,"POLYGON ((-122.4224756 37.7693975, -122.4224749 37.7693898, -122.4224647 37.7693855, -122.4224639 37.7693697, -122.4224733 37.7693637, -122.422472 37.7693418, -122.4224598 37.7693339, -122.4224604 37.769321, -122.4224703 37.7693091, -122.4224865 37.7693096, -122.4224985 37.7693185, -122.4225572 37.7693147, -122.4225654 37.7693051, -122.4225887 37.7693036, -122.4226009 37.7693124, -122.4226356 37.76931, -122.4226463 37.7692985, -122.4226654 37.7692976, -122.4226757 37.7693063, -122.4227413 37.7693033, -122.4227525 37.7692924, -122.4227804 37.7692932, -122.4227886 37.7693768, -122.4227215 37.7693802, -122.4224756 37.7693975))",POINT (-122.4226257 37.7693467),248.8,2677.8
,395,256093622,,yes,,,"POLYGON ((-122.4244117 37.7693209, -122.4244153 37.76938, -122.4242169 37.7693879, -122.4241926 37.7693884, -122.4241898 37.7693305, -122.4244117 37.7693209))",POINT (-122.4243026 37.7693551),127.3,1370.1
,396,256093623,,apartments,,,"POLYGON ((-122.4238362 37.769237, -122.4239205 37.7692327, -122.4239255 37.7692933, -122.4239194 37.7692936, -122.4239211 37.7693144, -122.4239308 37.7693139, -122.4239329 37.7693431, -122.4238943 37.7693457, -122.4238963 37.7693703, -122.4238473 37.7693728, -122.4238457 37.7693521, -122.4238362 37.769237))",POINT (-122.4238815 37.7692985),103.2,1110.8
,397,256093624,,yes,,,"POLYGON ((-122.4230985 37.7697241, -122.4230104 37.769729, -122.4229963 37.7695734, -122.4230845 37.7695684, -122.4230985 37.7697241))",POINT (-122.4230474 37.7696487),134.4,1446.4
,398,256093625,,apartments,,,"POLYGON ((-122.4233074 37.769264, -122.4234197 37.7692583, -122.4234271 37.7693488, -122.4234043 37.7693499, -122.4234068 37.76938, -122.423402 37.7693802, -122.4234045 37.7694099, -122.4233944 37.7694104, -122.4233959 37.7694291, -122.4233334 37.7694323, -122.4233318 37.7694129, -122.4233197 37.7694136, -122.4233151 37.7693573, -122.4233074 37.769264))",POINT (-122.423365 37.7693382),162.4,1748.2
,399,256093626,,apartments,,,"POLYGON ((-122.4237661 37.7692406, -122.4238362 37.769237, -122.4238457 37.7693521, -122.4238325 37.7693527, -122.4238335 37.7693649, -122.4237998 37.7693667, -122.4237986 37.7693531, -122.4237754 37.7693543, -122.4237727 37.7693205, -122.4237661 37.7692406))",POINT (-122.4238065 37.7692992),83.4,898.0
,400,256093627,,apartments,,,"POLYGON ((-122.4244206 37.7691975, -122.424425 37.7692625, -122.4243222 37.7692646, -122.4242671 37.7692674, -122.4242663 37.7692595, -122.424228 37.7692606, -122.4242278 37.7692565, -122.4242235 37.769208, -122.4244206 37.7691975))",POINT (-122.4243275 37.7692331),117.6,1266.4
,401,256093628,,apartments,,,"POLYGON ((-122.4232024 37.7692694, -122.4233074 37.769264, -122.4233151 37.7693573, -122.4233031 37.7693579, -122.4233023 37.7693481, -122.4232837 37.7693491, -122.423286 37.7693762, -122.4233055 37.7693752, -122.4233084 37.7694107, -122.4232865 37.7694118, -122.4232886 37.7694382, -122.4232257 37.7694414, -122.4232238 37.7694184, -122.4232146 37.7694189, -122.4232024 37.7692694))",POINT (-122.4232574 37.7693466),156.0,1678.7
,402,256093629,,apartments,,,"POLYGON ((-122.4227804 37.7692932, -122.4228788 37.7692894, -122.4228873 37.7694138, -122.4227918 37.7694178, -122.4227886 37.7693768, -122.4227804 37.7692932))",POINT (-122.4228347 37.7693532),117.9,1269.0
,403,256093630,,yes,,,"POLYGON ((-122.4234424 37.7697046, -122.4233287 37.7697111, -122.4233123 37.7695293, -122.423426 37.7695228, -122.4234424 37.7697046))",POINT (-122.4233774 37.769617),203.0,2184.9
,404,256093631,,yes,,,"POLYGON ((-122.4237144 37.7694711, -122.423734 37.7696882, -122.4236188 37.7696947, -122.4236007 37.7694941, -122.4235992 37.7694776, -122.4237144 37.7694711))",POINT (-122.4236666 37.7695829),245.1,2637.7
,405,256093632,,yes,,,"POLYGON ((-122.424148 37.7694791, -122.4241696 37.7696636, -122.4240675 37.7696694, -122.4240519 37.7694967, -122.4240489 37.7694814, -122.424148 37.7694791))",POINT (-122.4241088 37.7695741),182.9,1968.8
,406,256093633,,yes,,,"POLYGON ((-122.4225139 37.7697693, -122.422498 37.7697593, -122.4224988 37.7697457, -122.4225083 37.7697367, -122.4225072 37.7697068, -122.4224946 37.7697005, -122.4224938 37.7696833, -122.422505 37.7696703, -122.4227853 37.7696529, -122.422793 37.7697415, -122.42278 37.7697533, -122.4227519 37.769755, -122.42274 37.7697442, -122.4227333 37.7697444, -122.4227247 37.7697566, -122.4226972 37.7697583, -122.4226827 37.7697484, -122.4226266 37.7697515, -122.4226139 37.7697633, -122.4225903 37.7697647, -122.4225816 37.7697539, -122.4225469 37.769756, -122.42254 37.7697678, -122.4225139 37.7697693))",POINT (-122.422646 37.769709),264.8,2850.2
,407,256093634,,apartments,,,"POLYGON ((-122.4240095 37.7692214, -122.4240951 37.7692171, -122.4241073 37.7693682, -122.4240943 37.7693746, -122.4240711 37.7693752, -122.4240691 37.7693737, -122.4240633 37.7693737, -122.4240637 37.7693841, -122.4240247 37.7693854, -122.4240095 37.7692214))",POINT (-122.4240586 37.7692988),132.4,1425.6
,408,256093635,,yes,,,"POLYGON ((-122.4242597 37.7694752, -122.4242703 37.7696335, -122.424271 37.7696579, -122.4241696 37.7696636, -122.424148 37.7694791, -122.4242597 37.7694752))",POINT (-122.424212 37.7695676),191.4,2060.3
,409,256093636,,yes,,,"POLYGON ((-122.4232066 37.769718, -122.4230985 37.7697241, -122.4230845 37.7695684, -122.4230792 37.7695104, -122.4231873 37.7695043, -122.4232066 37.769718))",POINT (-122.4231429 37.7696142),228.1,2455.7
,410,256093637,,apartments,,,"POLYGON ((-122.424228 37.7692606, -122.4242278 37.7692707, -122.4242174 37.7692714, -122.4242174 37.7692786, -122.4241623 37.7692797, -122.4241624 37.7692785, -122.4241695 37.7692785, -122.4241696 37.7692755, -122.4241102 37.7692766, -122.4241102 37.7692696, -122.4241037 37.7692696, -122.4241011 37.7692178, -122.4242104 37.7692103, -122.4242114 37.769216, -122.4242171 37.7692185, -122.4242181 37.7692413, -122.4242119 37.7692448, -122.4242131 37.7692573, -122.4242278 37.7692565, -122.424228 37.7692606))",POINT (-122.4241625 37.7692458),71.4,768.4
,411,256093638,,yes,,,"POLYGON ((-122.4230104 37.769729, -122.422921 37.7697341, -122.4229014 37.7695174, -122.4229908 37.7695123, -122.4229963 37.7695734, -122.4230104 37.769729))",POINT (-122.4229559 37.7696232),190.5,2050.0
,412,256093639,,yes,,,"POLYGON ((-122.4244279 37.7696208, -122.424433 37.7696239, -122.4244362 37.7696292, -122.4244372 37.7696352, -122.4244357 37.7696391, -122.424432 37.7696435, -122.4244256 37.7696447, -122.4244173 37.7696447, -122.4244101 37.7696423, -122.4244057 37.7696381, -122.4243404 37.7696415, -122.4243356 37.7696095, -122.4243265 37.7694742, -122.4243668 37.769474, -122.4243672 37.7694652, -122.4244142 37.769464, -122.4244279 37.7696208))",POINT (-122.4243784 37.7695558),152.0,1635.6
,413,256093640,,yes,,,"POLYGON ((-122.4239426 37.7694582, -122.4239466 37.7695026, -122.4239622 37.7696753, -122.4238486 37.7696817, -122.4238289 37.7694646, -122.4239426 37.7694582))",POINT (-122.4238956 37.7695699),241.1,2595.6
,414,256093641,,apartments,,,"POLYGON ((-122.4236627 37.7692459, -122.4237661 37.7692406, -122.4237727 37.7693205, -122.4237568 37.7693213, -122.4237562 37.7693148, -122.4237396 37.7693157, -122.4237414 37.7693365, -122.4237601 37.7693355, -122.4237655 37.7694019, -122.4237444 37.769403, -122.4237454 37.7694156, -122.4237 37.7694179, -122.4236989 37.7694043, -122.4236757 37.7694055, -122.4236716 37.7693554, -122.4236627 37.7692459))",POINT (-122.423717 37.7693239),154.0,1657.5
,415,256093642,,apartments,,,"POLYGON ((-122.4240095 37.7692214, -122.4240247 37.7693854, -122.4240297 37.7694455, -122.423942 37.7694484, -122.4239329 37.7693431, -122.4239402 37.7693358, -122.4239318 37.7692266, -122.4240095 37.7692214))",POINT (-122.4239785 37.7693386),182.3,1962.1
