name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,1294,260366112,,yes,,,"POLYGON ((-122.4228219 37.763405, -122.4228968 37.7634014, -122.4229605 37.7633983, -122.4229613 37.7634085, -122.4230037 37.7634065, -122.4230059 37.763435, -122.4229941 37.7634355, -122.4229953 37.763451, -122.4229647 37.7634525, -122.4229656 37.7634642, -122.4229084 37.763467, -122.422908 37.7634609, -122.4228819 37.7634621, -122.4228824 37.7634682, -122.422827 37.7634709, -122.4228219 37.763405))",POINT (-122.4229077 37.7634331),104.1,1120.7
,1295,260366113,,yes,,,"POLYGON ((-122.4234546 37.763284, -122.4235323 37.7632803, -122.4235324 37.7632835, -122.4235398 37.7633797, -122.4235402 37.7633835, -122.4235309 37.7633839, -122.423533 37.7634102, -122.4235448 37.7634096, -122.4235474 37.7634433, -122.42355 37.7634774, -122.4235518 37.7635009, -122.4235061 37.7635031, -122.4235019 37.7634481, -122.4234765 37.7634493, -122.4234699 37.7633644, -122.4234608 37.7633648, -122.4234546 37.763284))",POINT (-122.4235058 37.7633817),142.4,1532.3
,1296,260366114,,yes,,,"POLYGON ((-122.4231559 37.7634838, -122.4231529 37.7634455, -122.4231639 37.763445, -122.4231536 37.7633111, -122.4232454 37.7633067, -122.4232528 37.7634019, -122.4232236 37.7634033, -122.4232242 37.7634112, -122.4232465 37.7634101, -122.4232483 37.7634333, -122.4232576 37.7634328, -122.4232588 37.7634482, -122.4232625 37.7634966, -122.423264 37.7635165, -122.4232326 37.763518, -122.4232308 37.763495, -122.423157 37.7634985, -122.4231559 37.7634838))",POINT (-122.4232065 37.7634089),179.2,1929.4
,1297,260366115,,yes,,,"POLYGON ((-122.4235398 37.7633797, -122.4235324 37.7632835, -122.4236592 37.7632774, -122.4236665 37.7633719, -122.4236539 37.7633725, -122.4236588 37.7634364, -122.4236746 37.7634356, -122.4236772 37.7634698, -122.4236655 37.7634703, -122.423668 37.7635029, -122.4236504 37.7635037, -122.4236525 37.7635311, -122.4235845 37.7635344, -122.4235824 37.7635069, -122.4235659 37.7635077, -122.4235636 37.7634768, -122.42355 37.7634774, -122.4235474 37.7634433, -122.4235611 37.7634426, -122.4235562 37.7633789, -122.4235398 37.7633797))",POINT (-122.4236063 37.7633977),272.1,2929.1
,1298,260366116,,yes,,,"POLYGON ((-122.4238777 37.7636195, -122.4238832 37.7636865, -122.4236204 37.7636999, -122.4236149 37.7636329, -122.4238777 37.7636195))",POINT (-122.423749 37.7636597),172.8,1860.2
,1299,260366117,,yes,,,"POLYGON ((-122.4230802 37.763883, -122.4230865 37.7639604, -122.4228744 37.7639712, -122.4228681 37.7638938, -122.4230802 37.763883))",POINT (-122.4229773 37.7639271),161.1,1733.5
,1300,260366118,,yes,,,"POLYGON ((-122.4236837 37.7634877, -122.4236768 37.7634084, -122.4238477 37.763399, -122.4238546 37.7634784, -122.4236837 37.7634877))",POINT (-122.4237657 37.7634434),133.5,1436.8
,1301,260366119,,yes,,,"POLYGON ((-122.4238832 37.7636865, -122.4238921 37.763686, -122.4239035 37.7638252, -122.4235999 37.7638407, -122.4235885 37.7637015, -122.4236204 37.7636999, -122.4238832 37.7636865))",POINT (-122.423746 37.7637634),415.3,4470.5
,1302,260366120,,yes,,,"POLYGON ((-122.4235111 37.7639206, -122.4234063 37.763926, -122.4233937 37.7637743, -122.4233895 37.7637236, -122.4234815 37.7637188, -122.4234919 37.763844, -122.4235046 37.7638433, -122.4235111 37.7639206))",POINT (-122.4234468 37.7638254),192.2,2069.0
,1303,260366121,,yes,,,"POLYGON ((-122.423025 37.7634689, -122.4230294 37.7635223, -122.4230584 37.7635208, -122.4230601 37.7635408, -122.4229968 37.763544, -122.4228386 37.7635521, -122.4228326 37.7634786, -122.423025 37.7634689))",POINT (-122.4229362 37.7635113),144.1,1551.6
,1304,260366122,,yes,,,"POLYGON ((-122.4231096 37.763796, -122.4231165 37.7638812, -122.4230802 37.763883, -122.4228681 37.7638938, -122.4228619 37.7638941, -122.422855 37.763809, -122.4228642 37.7638085, -122.4231096 37.763796))",POINT (-122.4229858 37.7638451),214.3,2306.9
,1305,260366123,,yes,,,"POLYGON ((-122.4228598 37.7637539, -122.423105 37.7637414, -122.4231437 37.7637394, -122.4231468 37.7637783, -122.4231083 37.7637802, -122.4231096 37.763796, -122.4228642 37.7638085, -122.4228598 37.7637539))",POINT (-122.4229989 37.7637734),144.7,1557.1
,1306,260366124,,yes,,,"POLYGON ((-122.4235999 37.7638407, -122.4239035 37.7638252, -122.4239103 37.7639092, -122.4236365 37.7639232, -122.4236316 37.7638638, -122.4235816 37.7638664, -122.4235796 37.7638417, -122.4235999 37.7638407))",POINT (-122.4237616 37.7638731),238.6,2567.9
,1307,260366125,,yes,,,"POLYGON ((-122.4233696 37.7635223, -122.4233348 37.763524, -122.4233325 37.7634932, -122.4232625 37.7634966, -122.4232588 37.7634482, -122.4232685 37.7634477, -122.4232566 37.7632935, -122.4233517 37.763289, -122.4233696 37.7635223))",POINT (-122.4233129 37.7634003),204.2,2197.8
,1308,260366126,,yes,,,"POLYGON ((-122.4230445 37.7633968, -122.4229785 37.7633999, -122.4229771 37.7633822, -122.4228957 37.7633861, -122.4228968 37.7634014, -122.4228219 37.763405, -122.4228157 37.7633239, -122.4230381 37.7633132, -122.4230445 37.7633968))",POINT (-122.4229303 37.7633571),166.1,1787.5
,1309,260366127,,yes,,,"POLYGON ((-122.4238607 37.7635474, -122.4238718 37.7635471, -122.4238777 37.7636195, -122.4236149 37.7636329, -122.4235422 37.7636366, -122.4235368 37.7635704, -122.4236894 37.7635625, -122.4236898 37.7635567, -122.4238607 37.7635474))",POINT (-122.4237108 37.763593),228.8,2462.8
,1310,260366128,,yes,,,"POLYGON ((-122.4233517 37.763289, -122.4234546 37.763284, -122.4234608 37.7633648, -122.4234278 37.7633664, -122.4234391 37.7635133, -122.4234721 37.7635117, -122.4234776 37.7635835, -122.4233747 37.7635884, -122.4233696 37.7635223, -122.4233517 37.763289))",POINT (-122.4234081 37.7634357),254.4,2738.1
,1311,260368504,,yes,,,"POLYGON ((-122.4231755 37.7647574, -122.4231612 37.7645672, -122.4231719 37.7645667, -122.4231696 37.7645363, -122.4232015 37.7645348, -122.4232038 37.7645654, -122.4232631 37.7645626, -122.4232725 37.7646868, -122.4232767 37.7647429, -122.4232774 37.7647526, -122.4231755 37.7647574))",POINT (-122.4232177 37.7646548),199.3,2145.7
,1312,260368505,,yes,,,"POLYGON ((-122.4229233 37.7644522, -122.4230983 37.7644437, -122.4230992 37.7644563, -122.4231731 37.7644527, -122.4231776 37.7645117, -122.4231034 37.7645153, -122.4231044 37.7645281, -122.4230979 37.7645284, -122.4229958 37.7645333, -122.4229298 37.7645365, -122.4229233 37.7644522))",POINT (-122.4230424 37.7644887),187.3,2016.3
,1313,260368506,,yes,,,"POLYGON ((-122.4231489 37.7642766, -122.4231659 37.7642757, -122.423167 37.7642892, -122.4232184 37.7642867, -122.4232228 37.7643438, -122.423171 37.7643463, -122.423172 37.7643593, -122.4231341 37.7643611, -122.4229171 37.7643715, -122.4229105 37.7643719, -122.422904 37.7642883, -122.4231489 37.7642766))",POINT (-122.4230567 37.7643229),241.8,2602.3
,1314,260368507,,yes,,,"POLYGON ((-122.4231341 37.7643611, -122.4231347 37.764369, -122.4232061 37.7643656, -122.423207 37.7643771, -122.4232275 37.7643761, -122.4232307 37.7644177, -122.4232099 37.7644187, -122.4232107 37.7644286, -122.4231392 37.764432, -122.42314 37.7644417, -122.4230983 37.7644437, -122.4229233 37.7644522, -122.4229171 37.7643715, -122.4231341 37.7643611))",POINT (-122.4230641 37.7644047),224.0,2410.7
,1315,260368508,,yes,,,"POLYGON ((-122.4233824 37.764738, -122.4232767 37.7647429, -122.4232725 37.7646868, -122.4232789 37.7646865, -122.4232672 37.7645308, -122.4232564 37.7645313, -122.4232523 37.7644777, -122.423358 37.7644727, -122.4233612 37.7645151, -122.4233618 37.7645228, -122.4233568 37.764523, -122.423368 37.7646722, -122.4233774 37.7646718, -122.4233824 37.764738))",POINT (-122.423318 37.7646082),250.8,2700.0
,1316,260368509,,yes,,,"POLYGON ((-122.4237397 37.7642834, -122.4236519 37.7642879, -122.4236474 37.7642326, -122.4236308 37.7642335, -122.4236183 37.7640812, -122.4236177 37.7640735, -122.4237359 37.7640674, -122.4237436 37.7641611, -122.4237232 37.7641621, -122.4237257 37.7641926, -122.423746 37.7641915, -122.4237491 37.7642282, -122.4237352 37.7642289, -122.4237397 37.7642834))",POINT (-122.4236841 37.7641723),226.8,2441.3
,1317,260368510,,yes,,,"POLYGON ((-122.4237004 37.7644969, -122.4236231 37.7645005, -122.4236193 37.7644504, -122.4236039 37.7644511, -122.4236078 37.7645024, -122.4234535 37.7645096, -122.4234497 37.7644578, -122.4234306 37.7644587, -122.4234346 37.7645117, -122.4233612 37.7645151, -122.423358 37.7644727, -122.4233552 37.7644356, -122.4233543 37.7644238, -122.4233706 37.764423, -122.4233679 37.7643876, -122.4234059 37.7643858, -122.4234043 37.7643648, -122.4234649 37.764362, -122.4234665 37.7643832, -122.4235087 37.7643812, -122.423511 37.7644128, -122.4235348 37.7644117, -122.4235321 37.7643758, -122.423673 37.7643691, -122.4236755 37.7644022, -122.4236933 37.7644014, -122.4237004 37.7644969))",POINT (-122.4235246 37.7644406),400.3,4308.6
,1318,260368511,,yes,,,"POLYGON ((-122.4233754 37.7645491, -122.4234207 37.7645471, -122.4234216 37.76456, -122.4235095 37.7645561, -122.4235082 37.7645376, -122.4235672 37.7645349, -122.4235683 37.76455, -122.4236716 37.7645453, -122.4236705 37.7645303, -122.423746 37.7645269, -122.4237469 37.7645397, -122.4238439 37.7645354, -122.4238426 37.7645174, -122.4238881 37.7645153, -122.4238892 37.7645307, -122.4239305 37.7645288, -122.4239294 37.7645135, -122.423974 37.7645115, -122.4239772 37.7645556, -122.4239666 37.764556, -122.4239747 37.7646674, -122.4239852 37.7646669, -122.4239882 37.7647082, -122.423941 37.7647103, -122.4239404 37.7647031, -122.4238024 37.7647093, -122.4238027 37.7647134, -122.4235235 37.764726, -122.4235239 37.7647314, -122.423389 37.7647375, -122.4233754 37.7645491))",POINT (-122.4236797 37.7646284),1053.2,11336.0
,1319,260368512,,yes,,,"POLYGON ((-122.4237647 37.7642631, -122.4237491 37.7640729, -122.4239069 37.7640648, -122.4239225 37.7642551, -122.4237647 37.7642631))",POINT (-122.4238358 37.764164),294.6,3170.5
,1320,260368513,,yes,,,"POLYGON ((-122.4231771 37.7641029, -122.423184 37.764193, -122.423143 37.764195, -122.4228921 37.7642071, -122.4228852 37.764117, -122.4231771 37.7641029))",POINT (-122.4230346 37.764155),257.7,2773.3
,1321,260368514,,yes,,,"POLYGON ((-122.4239468 37.7643396, -122.423776 37.7643472, -122.4237737 37.7643159, -122.4237654 37.7643163, -122.4237623 37.7642729, -122.4239414 37.7642648, -122.4239468 37.7643396))",POINT (-122.4238562 37.7643057),127.3,1370.1
,1322,260368515,,yes,,,"POLYGON ((-122.4236308 37.7642335, -122.4235737 37.7642364, -122.4235762 37.7642664, -122.4235425 37.7642682, -122.4235275 37.7640859, -122.4236183 37.7640812, -122.4236308 37.7642335))",POINT (-122.4235777 37.764166),145.6,1567.1
,1323,260368516,,yes,,,"POLYGON ((-122.4235275 37.7640859, -122.4235425 37.7642682, -122.4235019 37.7642703, -122.4235003 37.7642515, -122.4234504 37.764254, -122.423437 37.7640905, -122.4235275 37.7640859))",POINT (-122.4234906 37.7641744),153.2,1649.2
,1324,260368517,,yes,,,"POLYGON ((-122.4230215 37.764573, -122.423101 37.7645692, -122.4230979 37.7645284, -122.4231044 37.7645281, -122.4231479 37.764526, -122.423165 37.7647476, -122.4230354 37.7647538, -122.4230215 37.764573))",POINT (-122.4230957 37.7646513),250.6,2697.0
,1325,260368518,,yes,,,"POLYGON ((-122.4233328 37.7642352, -122.423319 37.7642359, -122.4233202 37.7642521, -122.4232769 37.7642541, -122.4232757 37.7642396, -122.4232593 37.7642403, -122.4232484 37.7640995, -122.4233221 37.764096, -122.4233328 37.7642352))",POINT (-122.423291 37.7641725),107.3,1154.7
,1326,260368519,,yes,,,"POLYGON ((-122.4229298 37.7645365, -122.4229958 37.7645333, -122.4229966 37.7645441, -122.4230192 37.764543, -122.4230215 37.764573, -122.4230354 37.7647538, -122.4230362 37.7647646, -122.4229477 37.7647689, -122.4229298 37.7645365))",POINT (-122.4229827 37.7646519),199.8,2150.3
,1327,260368520,,yes,,,"POLYGON ((-122.4234347 37.7642098, -122.4234213 37.7642105, -122.4234235 37.7642376, -122.4233804 37.7642398, -122.4233782 37.7642127, -122.4233407 37.7642146, -122.4233315 37.7641015, -122.4234255 37.7640967, -122.4234347 37.7642098))",POINT (-122.4233849 37.7641625),116.3,1251.4
,1328,260368521,,yes,,,"POLYGON ((-122.4228921 37.7642071, -122.423143 37.764195, -122.4231438 37.7642061, -122.4231605 37.7642053, -122.4231651 37.764265, -122.4231481 37.7642658, -122.4231489 37.7642766, -122.422904 37.7642883, -122.4228984 37.7642886, -122.4228921 37.7642071))",POINT (-122.4230269 37.7642415),211.0,2271.3
,1329,260368522,,yes,,,"POLYGON ((-122.4239578 37.7644934, -122.4237472 37.7645028, -122.4237434 37.7644492, -122.4237231 37.7644501, -122.4237198 37.7644052, -122.4237401 37.7644042, -122.4237362 37.764349, -122.423776 37.7643472, -122.4239468 37.7643396, -122.4239578 37.7644934))",POINT (-122.4238438 37.7644214),327.2,3522.3
,1330,260368523,,yes,,,"POLYGON ((-122.4232484 37.7640995, -122.4232593 37.7642403, -122.4232471 37.7642409, -122.4232482 37.7642557, -122.423204 37.7642578, -122.4232029 37.7642446, -122.423188 37.7642453, -122.423184 37.764193, -122.4231771 37.7641029, -122.4232484 37.7640995))",POINT (-122.4232186 37.7641765),105.8,1138.8
,1331,260462492,,yes,,,"POLYGON ((-122.42579 37.7645795, -122.4257669 37.7642863, -122.4258085 37.7642843, -122.4258092 37.7642938, -122.4258582 37.7642914, -122.4258574 37.7642819, -122.4259025 37.7642796, -122.4259191 37.7644901, -122.4259454 37.7644888, -122.4259519 37.7645715, -122.42579 37.7645795))",POINT (-122.4258511 37.7644365),406.8,4378.5
,1332,260462493,,yes,,,"POLYGON ((-122.4241988 37.7637405, -122.4241851 37.763564, -122.4243899 37.763554, -122.4244107 37.763553, -122.4244182 37.7636498, -122.4244551 37.7636481, -122.4244541 37.7636352, -122.4246472 37.7636259, -122.4246479 37.7636352, -122.4246843 37.7636335, -122.4246907 37.7637167, -122.4241988 37.7637405))",POINT (-122.4243984 37.7636585),623.8,6714.2
,1333,260462494,,yes,,,"POLYGON ((-122.4249752 37.7646392, -122.4249755 37.7646438, -122.4248947 37.7646479, -122.4248936 37.7646341, -122.4248893 37.7646343, -122.4248862 37.7645963, -122.4249007 37.7645956, -122.4248991 37.7645755, -122.4248847 37.7645763, -122.4248778 37.7644908, -122.4249627 37.7644865, -122.4249752 37.7646392))",POINT (-122.4249275 37.7645666),128.4,1382.1
,1334,260462495,,yes,,,"POLYGON ((-122.4248071 37.7646451, -122.424709 37.7646501, -122.4247087 37.7646462, -122.4246954 37.7644823, -122.424684 37.7643424, -122.4247191 37.7643406, -122.4247775 37.7643376, -122.4247851 37.7644304, -122.4247919 37.7645137, -122.4247776 37.7645145, -122.4247817 37.7645654, -122.4248005 37.7645645, -122.4248071 37.7646451))",POINT (-122.4247429 37.7644941),279.3,3006.2
,1335,260462496,,apartments,,,"POLYGON ((-122.4255486 37.7631586, -122.4256514 37.7631518, -122.4256667 37.7632948, -122.4256721 37.7633452, -122.4256583 37.7633461, -122.4256646 37.7634054, -122.4255755 37.7634113, -122.4255686 37.7633464, -122.4255589 37.7633471, -122.4255554 37.7633143, -122.4255651 37.7633137, -122.4255486 37.7631586))",POINT (-122.4256111 37.7632792),250.4,2695.5
,1336,260462497,,yes,,,"POLYGON ((-122.424947 37.7633656, -122.4249288 37.7631938, -122.4250146 37.7631881, -122.4250347 37.7633766, -122.425036 37.7633889, -122.4250552 37.7633877, -122.4250606 37.7634391, -122.4250415 37.7634404, -122.4250487 37.7635081, -122.4249754 37.763513, -122.4249686 37.7634497, -122.4249561 37.7634506, -122.424947 37.7633656))",POINT (-122.4249915 37.7633495),272.4,2931.8
,1337,260462498,,yes,,,"POLYGON ((-122.4256514 37.7631518, -122.4257783 37.7631433, -122.4257935 37.7632864, -122.4257712 37.7632879, -122.4257726 37.7633018, -122.4257482 37.7633034, -122.425749 37.7633107, -122.4257151 37.763313, -122.4257144 37.7633056, -122.4256924 37.7633071, -122.425691 37.7632932, -122.4256667 37.7632948, -122.4256514 37.7631518))",POINT (-122.4257231 37.7632247),192.2,2069.1
,1338,260462499,,yes,,,"POLYGON ((-122.4260764 37.7632907, -122.4260846 37.7633692, -122.4259143 37.7633803, -122.4259128 37.763366, -122.4258571 37.7633697, -122.4258562 37.7633612, -122.4258347 37.7633627, -122.425831 37.7633274, -122.4258526 37.763326, -122.4258515 37.7633162, -122.4259072 37.7633126, -122.4259061 37.7633018, -122.4260764 37.7632907))",POINT (-122.4259689 37.7633369),167.9,1807.5
,1339,260462500,,yes,,,"POLYGON ((-122.4242087 37.7642725, -122.4242024 37.7641966, -122.4242419 37.7641945, -122.4242427 37.764204, -122.4243705 37.7641973, -122.4243697 37.7641879, -122.424422 37.7641851, -122.4244693 37.7641827, -122.4244723 37.7642193, -122.4245192 37.7642169, -122.4245214 37.7642426, -122.4245396 37.7642417, -122.4245407 37.7642552, -122.4242087 37.7642725))",POINT (-122.4243569 37.7642305),207.6,2234.6
,1340,260462501,,yes,,,"POLYGON ((-122.4252744 37.7631708, -122.4253556 37.7631654, -122.4253573 37.7631818, -122.4253713 37.7633132, -122.4253593 37.763314, -122.4253624 37.7633433, -122.4253539 37.7633438, -122.4253551 37.7633554, -122.425319 37.7633578, -122.4253178 37.7633462, -122.4253061 37.763347, -122.425303 37.7633177, -122.4252902 37.7633186, -122.4252744 37.7631708))",POINT (-122.4253244 37.7632556),138.4,1489.6
,1341,260462502,,yes,,,"POLYGON ((-122.4244693 37.7641827, -122.424422 37.7641851, -122.4244183 37.7641398, -122.4244024 37.7641406, -122.4244052 37.7641745, -122.4243294 37.7641785, -122.4243304 37.7641899, -122.4242817 37.7641924, -122.424281 37.7641834, -122.4242071 37.7641873, -122.4242013 37.7641175, -122.4244511 37.7641044, -122.4244784 37.764103, -122.424485 37.7641818, -122.4244693 37.7641827))",POINT (-122.4243429 37.7641464),191.7,2063.7
,1342,260462503,,fuel,,,"POLYGON ((-122.4244598 37.7646601, -122.4243718 37.7646647, -122.424366 37.7645951, -122.424454 37.7645905, -122.4244598 37.7646601))",POINT (-122.4244129 37.7646276),60.3,649.2
,1343,260462504,,yes,,,"POLYGON ((-122.4245437 37.7639001, -122.4247098 37.763892, -122.4247249 37.7640863, -122.4245588 37.7640944, -122.4245437 37.7639001))",POINT (-122.4246343 37.7639932),315.1,3391.4
,1344,260462505,,yes,,,"POLYGON ((-122.4246954 37.7644823, -122.4247087 37.7646462, -122.4245956 37.7646519, -122.4245823 37.7644881, -122.4246954 37.7644823))",POINT (-122.4246455 37.7645671),180.9,1947.2
,1345,260462506,,yes,,,"POLYGON ((-122.4245718 37.7644996, -122.4244582 37.7645055, -122.4244447 37.7643444, -122.4245583 37.7643385, -122.4245718 37.7644996))",POINT (-122.4245083 37.764422),179.8,1935.8
,1346,260462507,,yes,,,"POLYGON ((-122.4260654 37.7632065, -122.4258126 37.7632202, -122.4258057 37.7631407, -122.4260585 37.7631271, -122.4260654 37.7632065))",POINT (-122.4259355 37.7631736),197.1,2122.0
,1347,260462508,,yes,,,"POLYGON ((-122.4253682 37.7646073, -122.4251548 37.7646182, -122.4251367 37.7643956, -122.4253501 37.7643847, -122.4253682 37.7646073))",POINT (-122.4252524 37.7645014),466.4,5020.7
,1348,260462509,,yes,,,"POLYGON ((-122.4248628 37.7643333, -122.4248703 37.764426, -122.4247851 37.7644304, -122.4247775 37.7643376, -122.4248628 37.7643333))",POINT (-122.4248239 37.7643818),77.6,834.7
,1349,260462510,,yes,,,"POLYGON ((-122.424423 37.7633083, -122.4243741 37.7633106, -122.4243684 37.7632341, -122.4244173 37.7632319, -122.424423 37.7633083))",POINT (-122.4243957 37.7632712),36.5,392.5
,1350,260462511,,yes,,,"POLYGON ((-122.4249499 37.7643288, -122.4249607 37.7644614, -122.4248735 37.7644659, -122.4248703 37.764426, -122.4248628 37.7643333, -122.4249499 37.7643288))",POINT (-122.4249117 37.7643974),114.6,1233.6
,1351,260462512,,yes,,,"POLYGON ((-122.4241851 37.763564, -122.4241346 37.7635664, -122.4241292 37.7634964, -122.4243845 37.763484, -122.4243899 37.763554, -122.4241851 37.763564))",POINT (-122.4242595 37.7635252),175.8,1892.7
,1352,260462513,,yes,,,"POLYGON ((-122.4253713 37.7633132, -122.4253573 37.7631818, -122.4254497 37.7631757, -122.4254661 37.7633296, -122.4253737 37.7633358, -122.4253713 37.7633132))",POINT (-122.4254117 37.7632557),140.2,1509.3
,1353,260462514,,yes,,,"POLYGON ((-122.4241292 37.7634964, -122.4241239 37.7634291, -122.4243653 37.7634174, -122.4243792 37.7634167, -122.4243845 37.763484, -122.4241292 37.7634964))",POINT (-122.4242542 37.7634566),169.1,1820.0
,1354,260462515,,yes,,,"POLYGON ((-122.4255996 37.7645955, -122.4253887 37.7646059, -122.4253648 37.7643025, -122.4255757 37.7642921, -122.4255767 37.7643058, -122.4255996 37.7645955))",POINT (-122.4254822 37.764449),628.4,6764.1
,1355,260462516,,yes,,,"POLYGON ((-122.4241239 37.7634291, -122.424116 37.7633267, -122.4243353 37.7633161, -122.4243574 37.763315, -122.4243653 37.7634174, -122.4241239 37.7634291))",POINT (-122.4242406 37.7633721),241.8,2603.1
,1356,260462517,,yes,,,"POLYGON ((-122.4246985 37.7634954, -122.4247013 37.7635321, -122.4246212 37.7635359, -122.4246153 37.7634569, -122.4246954 37.7634532, -122.4246985 37.7634954))",POINT (-122.4246583 37.7634945),62.2,669.2
,1357,260462518,,yes,,,"POLYGON ((-122.4258242 37.7633072, -122.4258165 37.7632341, -122.4260688 37.7632176, -122.4260764 37.7632907, -122.4259061 37.7633018, -122.4258242 37.7633072))",POINT (-122.4259465 37.7632624),180.9,1947.2
,1358,260462519,,yes,,,"POLYGON ((-122.4246658 37.763204, -122.4247529 37.7631983, -122.424773 37.7633863, -122.4246858 37.7633921, -122.4246845 37.7633791, -122.4246658 37.763204))",POINT (-122.4247194 37.7632952),161.5,1738.3
,1359,260462520,,yes,,,"POLYGON ((-122.4249681 37.7636148, -122.4249069 37.7636176, -122.4249082 37.7636345, -122.4248821 37.7636357, -122.4248724 37.7635041, -122.4249596 37.7635001, -122.4249681 37.7636148))",POINT (-122.4249192 37.7635623),102.7,1105.3
,1360,260462521,,yes,,,"POLYGON ((-122.424116 37.7633267, -122.4241091 37.7632388, -122.4243607 37.7632266, -122.4243656 37.7632894, -122.4243333 37.7632909, -122.4243353 37.7633161, -122.424116 37.7633267))",POINT (-122.4242341 37.7632757),209.2,2251.4
,1361,260462522,,yes,,,"POLYGON ((-122.4245971 37.7633658, -122.4245804 37.7632097, -122.4246658 37.763204, -122.4246845 37.7633791, -122.4246412 37.763382, -122.4246392 37.7633629, -122.4245971 37.7633658))",POINT (-122.4246332 37.7632899),138.8,1494.4
,1362,260462523,,yes,,,"POLYGON ((-122.4250146 37.7631881, -122.4250987 37.7631825, -122.4251234 37.7634149, -122.4250902 37.7634171, -122.4250855 37.7633732, -122.4250347 37.7633766, -122.4250146 37.7631881))",POINT (-122.4250699 37.7632892),169.9,1828.3
,1363,260462524,,yes,,,"POLYGON ((-122.4260368 37.7633891, -122.4260434 37.7634529, -122.4258282 37.7634669, -122.4258246 37.7634327, -122.4258802 37.7634291, -122.4258771 37.7633995, -122.4260368 37.7633891))",POINT (-122.4259436 37.7634296),119.6,1286.9
,1364,260462525,,yes,,,"POLYGON ((-122.4256697 37.76435, -122.4256883 37.7645856, -122.4256888 37.7645911, -122.4255996 37.7645955, -122.4255767 37.7643058, -122.4256659 37.7643014, -122.4256697 37.76435))",POINT (-122.4256327 37.7644484),252.9,2722.0
,1365,260462526,,yes,,,"POLYGON ((-122.4250987 37.7631825, -122.4251843 37.7631768, -122.4252079 37.7633986, -122.4252104 37.7634225, -122.4251249 37.7634282, -122.4251234 37.7634149, -122.4250987 37.7631825))",POINT (-122.4251546 37.7633025),207.4,2231.9
,1366,260462527,,yes,,,"POLYGON ((-122.4242013 37.7641175, -122.4241923 37.76401, -122.4244701 37.7639955, -122.4244773 37.7640823, -122.4244494 37.7640838, -122.4244511 37.7641044, -122.4242013 37.7641175))",POINT (-122.4243331 37.7640558),287.3,3093.0
,1367,260462528,,yes,,,"POLYGON ((-122.4248414 37.7631924, -122.424928 37.7631866, -122.4249288 37.7631938, -122.424947 37.7633656, -122.4248822 37.7633699, -122.4248848 37.7633941, -122.424863 37.7633956, -122.4248414 37.7631924))",POINT (-122.4248935 37.7632824),157.8,1699.1
,1368,260462529,,yes,,,"POLYGON ((-122.4251843 37.7631768, -122.4252744 37.7631708, -122.4252902 37.7633186, -122.4252971 37.7633836, -122.4252385 37.7633875, -122.4252394 37.7633965, -122.4252079 37.7633986, -122.4251843 37.7631768))",POINT (-122.4252404 37.7632819),190.5,2050.0
,1369,260462530,,yes,,,"POLYGON ((-122.4247929 37.7635871, -122.4247478 37.7635892, -122.4247538 37.763671, -122.4247117 37.763673, -122.4247013 37.7635321, -122.4246985 37.7634954, -122.4247858 37.7634913, -122.4247929 37.7635871))",POINT (-122.4247411 37.7635675),115.6,1243.8
,1370,260462531,,yes,,,"POLYGON ((-122.4254497 37.7631757, -122.42554 37.7631696, -122.4255554 37.7633143, -122.4255589 37.7633471, -122.4255606 37.7633631, -122.4254703 37.7633691, -122.4254661 37.7633296, -122.4254497 37.7631757))",POINT (-122.4255052 37.7632694),172.1,1852.5
,1371,260462532,,yes,,,"POLYGON ((-122.4247529 37.7631983, -122.4248414 37.7631924, -122.424863 37.7633956, -122.4248651 37.7634154, -122.424837 37.7634173, -122.4248349 37.7633977, -122.4247746 37.7634017, -122.424773 37.7633863, -122.4247529 37.7631983))",POINT (-122.4248092 37.7633003),182.1,1959.9
,1372,260462533,,yes,,,"POLYGON ((-122.4257812 37.764581, -122.4256883 37.7645856, -122.4256697 37.76435, -122.4257239 37.7643473, -122.4257224 37.7643284, -122.4257512 37.764327, -122.4257527 37.7643459, -122.4257626 37.7643454, -122.4257812 37.764581))",POINT (-122.4257257 37.7644624),219.0,2357.8
,1373,260462534,,yes,,,"POLYGON ((-122.425487 37.7635178, -122.4253985 37.7635233, -122.4253893 37.7634311, -122.4254268 37.7634288, -122.4254257 37.7634177, -122.4254515 37.7634161, -122.4254526 37.7634272, -122.4254779 37.7634257, -122.425487 37.7635178))",POINT (-122.4254382 37.7634727),83.3,896.4
Creativity Explored,1374,260462535,,yes,,,"POLYGON ((-122.4251548 37.7646182, -122.4251557 37.76463, -122.4249752 37.7646392, -122.4249627 37.7644865, -122.4249607 37.7644614, -122.4249499 37.7643288, -122.4251305 37.7643197, -122.4251367 37.7643956, -122.4251548 37.7646182))",POINT (-122.4250528 37.7644794),550.4,5924.1
,1375,260462536,,yes,,,"POLYGON ((-122.4243951 37.7639073, -122.424183 37.7639176, -122.4241693 37.763742, -122.4241988 37.7637405, -122.4246907 37.7637167, -122.4247214 37.7637152, -122.4247351 37.7638908, -122.4247098 37.763892, -122.4245437 37.7639001, -122.4243951 37.7639073))",POINT (-122.4244522 37.7638164),951.3,10239.4
